C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 1511, col 9, Error - 'createVideoCanvas' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 1535, col 102, Error - 'canvasWidth' is defined but never used. Allowed unused args must match /^_/u. (@typescript-eslint/no-unused-vars)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 1535, col 123, Error - 'canvasHeight' is defined but never used. Allowed unused args must match /^_/u. (@typescript-eslint/no-unused-vars)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 1713, col 13, Error - 'footerBackgroundLayer' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 1716, col 13, Error - 'rightColumnX' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 1925, col 15, Warning - 'scale' is already declared in the upper scope on line 59 column 7. (@typescript-eslint/no-shadow)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2010, col 9, Error - 'deleteLayer' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2313, col 28, Warning - Inline style: { width: '100%', height: '100%' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2320, col 26, Warning - Inline style: { width: '100%', height: '100%' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2424, col 6, Error - React Hook useMemo has an unnecessary dependency: 'isTablet'. Either exclude it or remove the dependency array. Outer scope values like 'isTablet' aren't valid dependencies because mutating them doesn't re-render the component. (react-hooks/exhaustive-deps)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2539, col 24, Warning - Inline style: { position: 'absolute', left: 0, top: 0, right: 0, bottom: 0 } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2542, col 22, Warning - Inline style: { flex: 1, backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2545, col 28, Warning - Inline style: { flex: 1, backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2555, col 20, Warning - Inline style: { position: 'absolute', opacity: 0 } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2567, col 22, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2576, col 28, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 2643, col 27, Warning - Inline style: { width: 'progressBarWidth > 0 ? processingProgressAnim : 0' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3070, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3086, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3102, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3118, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3134, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3150, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3166, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3182, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3198, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)
C:\Users\ADMIN\Desktop\MB Mobile\EMWithFFmpeg\src\screens\VideoEditorScreen.tsx: line 3214, col 61, Warning - Inline style: { backgroundColor: 'transparent' } (react-native/no-inline-styles)

83 problems
